Gender,Height,Weight
Male,166.6,74.9
Male,185.5,89.2
Male,180.5,85.9
Male,166.8,77.1
Male,176.7,82.9
Male,191.2,103.2
Male,182.7,92.5
Male,186.8,97.2
Male,166.1,80.9
Male,172.5,80.8
Male,172.5,81.3
Male,169.3,83.1
Male,185.9,94.7
Male,178.1,87.1
Male,184.7,96.9
Male,175.2,79.6
Male,176.5,83.1
Male,157.9,69.3
Male,172.8,82.9
Male,166.6,77.7
Male,178.6,84.2
Male,184.2,92.8
Male,180.7,86.6
Male,172.7,88.3
Male,185.4,91.7
Male,172,82.7
Male,174,85.3
Male,168.5,77.9
Male,173.2,78.5
Male,182.6,95.7
Male,182.3,91.1
Male,180.7,95.3
Male,167.9,79.7
Male,179.9,84.6
Male,181.1,93.5
Male,177.3,84.7
Male,166.4,79.6
Male,174.1,86.7
Male,183.6,95.9
Male,161.5,64.5
Male,180.5,93.4
Male,166.8,74
Male,165.6,68.9
Male,164.7,64.7
Male,177.7,84.6
Male,171.1,77.1
Male,160.6,74.6
Male,178.8,81.8
Male,181.9,87.6
Male,170.4,80
Male,162.5,72.6
Male,171.6,81.8
Male,165.6,84.1
Male,182.3,93.1
Male,183.1,93.5
Male,183.8,95.3
Male,185.7,97.8
Male,177.6,82.4
Male,164,73.4
Male,178.7,89.7
Male,174.1,81.5
Male,172.2,84.4
Male,184.5,87.2
Male,170.7,81.3
Male,192.9,107.8
Male,162.4,69.2
Male,175.3,89.1
Male,165,78.3
Male,183,91.8
Male,170.1,87.9
Male,178.5,84.8
Male,170.7,81.5
Male,167.4,76
Male,187.2,105.6
Male,172.7,77.9
Male,166.7,81.6
Male,167.2,74.2
Male,182.2,86.6
Male,186.7,93.2
Male,162.6,66.8
Male,173.4,90.5
Male,188.8,100
Male,177.3,93.6
Male,181.4,94.9
Male,186.2,103.7
Male,183.1,93.2
Male,162.3,76.1
Male,183.5,87.8
Male,179.3,85.5
Male,180,97.5
Male,182.8,90
Male,173.1,80.8
Male,175.1,86
Male,168.4,81.7
Male,165.8,68
Male,173.9,82.1
Male,166.7,77.2
Male,174.9,81.1
Male,173.9,82.3
Male,176.1,88.1
Male,179,92.2
Male,184.6,99.4
Male,176.1,82.5
Male,174.2,84.4
Male,181.9,91.5
Male,175,79.6
Male,184.6,85.5
Male,181.3,98.6
Male,178.5,96
Male,179.6,89.4
Male,174,84.7
Male,156.8,63.5
Male,174.7,85.1
Male,186.9,93.1
Male,169.1,81.3
Male,178.6,94.6
Male,184.3,96.1
Male,187.2,103.6
Male,173.1,77.5
Male,173.9,84.5
Male,187.6,104
Male,169.3,80.2
Male,189,109.3
Male,172.1,78.3
Male,162.7,70.5
Male,169.3,77.3
Male,176.2,88.3
Male,177.8,86.2
Male,189.5,103
Male,173.9,79.7
Male,176.7,84.8
Male,170.3,83
Male,180.9,88.4
Male,170.4,75.9
Male,185.7,94.6
Male,168.8,77.1
Male,172.2,74.5
Male,178.7,88.9
Male,180.7,93.3
Male,183.6,96.2
Male,175.1,87.9
Male,170.5,74.9
Male,177.7,86.1
Male,174.2,85.8
Male,173,77.1
Male,192.7,101.7
Male,182.9,95.7
Male,173.9,84.2
Male,184.1,94.5
Male,172.1,75.5
Male,177.9,79.1
Male,183.4,98.1
Male,176.8,85.2
Male,180.5,91.1
Male,179.9,82.4
Male,172.9,85.9
Male,186.4,92.3
Male,191.4,99.1
Male,183.5,93.1
Male,168.1,80
Male,156.7,71
Male,182.6,90.6
Male,158.7,67.5
Male,172.6,84.6
Male,177,91.4
Male,159.9,68.3
Male,181.3,89.6
Male,171,85.1
Male,172.2,87.2
Male,175.7,79.5
Male,174.9,91.5
Male,170.4,92.3
Male,171,85
Male,171.5,79.1
Male,174.2,81.6
Male,181.8,89.8
Male,186,95.5
Male,176.4,76.9
Male,181.9,99.9
Male,167.1,77.7
Male,184.8,94.5
Male,170.8,80.8
Male,180,87.2
Male,177.7,85.7
Male,167.3,80.8
Male,180,83.7
Male,181.9,89.8
Male,177.9,83.8
Male,171.5,79.8
Male,165.5,63.7
Male,175.3,85.1
Male,179.9,83.7
Male,180,86.5
Male,172.9,80.3
Male,177.4,84.5
Male,161.3,72.8
Male,169.2,74.4
Male,180,87
Male,171.1,82.3
Male,178.9,102.4
Male,176.3,89
Male,174.9,84.8
Male,181.2,89.2
Male,191.2,99.4
Male,173.5,79
Male,169.6,72
Male,179.2,84.4
Male,170.2,72.5
Male,171.7,81.1
Male,184.9,91.3
Male,183.8,79.5
Male,179.4,86.1
Male,174.1,86.3
Male,173.1,87.3
Male,161,62
Male,161.7,73.3
Male,176.7,88.6
Male,175.5,88.3
Male,180.2,81
Male,178.7,89
Male,175.9,81.4
Male,175.1,85.1
Male,184,92.9
Male,173.8,88.3
Male,181.9,89.2
Male,185.3,91
Male,174.6,84.6
Male,179.3,90.9
Male,179.2,95.1
Male,155.3,57.1
Male,179.9,92.8
Male,172.3,87.3
Male,183.8,101.9
Male,178,90.1
Male,166.4,73.8
Male,176.2,85
Male,178.9,85.6
Male,175.7,91
Male,175.5,88.1
Male,166.7,85.4
Male,178.4,79.9
Male,188.6,99.1
Male,186.5,101.2
Male,175.1,81.9
Male,176,86.8
Male,182.8,95.5
Male,175.9,89.1
Male,176.1,93.5
Male,164,76
Male,176.8,85.1
Male,182.8,92.1
Male,181.3,93.2
Male,175,84.7
Male,179.4,94.1
Male,181.8,91.4
Male,182.5,92
Male,162.9,69.8
Male,172.9,73.7
Male,180.8,87.5
Male,173.4,84.5
Male,173.1,81.3
Male,168.3,72.1
Male,164.5,80.4
Male,164.1,73.3
Male,171.2,72
Male,183.2,83.8
Male,173.1,75.9
Male,176.7,84.8
Male,182.4,89
Male,172.9,78.3
Male,174,93.4
Male,175.9,87.1
Male,159.5,63.2
Male,162,76.7
Male,181.5,85.8
Male,178.7,91.4
Male,178.9,88
Male,173.7,76.3
Male,180.2,84.4
Male,180.6,93.7
Male,178.1,84.4
Male,154.8,63.6
Male,182.1,90.7
Male,180.7,89.5
Male,180.7,94.2
Male,178.9,82.9
Male,183.8,98
Male,172.5,76.1
Male,172,81.7
Male,182.3,86.4
Male,184.9,89.1
Male,178.8,85.5
Male,185.8,98.5
Male,178.9,89.4
Male,174,80.2
Male,158.7,65.5
Male,176.1,99.3
Male,182.7,92.5
Male,183,93.4
Male,184.7,92.7
Male,172.5,80.9
Male,177.5,90.8
Male,173.5,78.8
Male,182.1,92.1
Male,166.5,66.2
Male,164.6,75.4
Male,174.5,90.9
Male,191.6,100.8
Male,179.3,98.7
Male,180.4,88.6
Male,171.1,80.8
Male,170.6,84.5
Male,184.4,92.7
Male,172,77.9
Male,182.3,90.8
Male,154.8,69.1
Male,173.4,82.3
Male,174.4,79.8
Male,172.3,84.2
Male,183.9,93.7
Male,176.2,85
Male,176.6,90.8
Male,170.1,81.9
Male,172.9,85.2
Male,187.6,93.2
Male,178.9,90.3
Male,173.6,85.2
Male,190.9,113.5
Male,167.9,83.5
Male,172.1,84.9
Male,153.1,60.3
Male,179.8,87.9
Male,165.4,75.2
Male,168.2,81.9
Male,175.3,87
Male,170.5,84.3
Male,176.5,94.9
Male,177.1,83.3
Male,173.5,92.2
Male,180.5,86.6
Male,172.6,86.6
Male,167.1,77.2
Male,179.2,88.5
Male,174.9,89.2
Male,171.7,75.3
Male,162,71.4
Male,177.1,91.4
Male,176.7,85.4
Male,177.8,83.5
Male,173,74.3
Male,183.1,94
Male,185.6,95.8
Male,187.7,93.7
Male,170.2,77.8
Male,167,75.6
Male,162.2,71.4
Male,172.2,86.1
Male,172.8,82.9
Male,169,74.7
Male,176.2,91.1
Male,167.3,79.1
Male,173.6,88.2
Male,191.9,96.2
Male,172.2,85
Male,172.4,79.7
Male,168.9,73.8
Male,165,73.9
Male,176.2,81.9
Male,172.6,83.9
Male,171.3,77.3
Male,176.9,86.3
Male,184,94.9
Male,171.3,82.8
Male,177.7,89.1
Male,182.1,97.9
Male,165.1,76.8
Male,153,66.7
Male,181.4,87.3
Male,175,92
Male,187,95.9
Male,174.5,82.1
Male,188.8,95.3
Male,171.1,79.2
Male,173.6,85.8
Male,177,85.3
Male,174.9,69.6
Male,169,81.2
Male,175.2,84.4
Male,171,80.8
Male,165,74.5
Male,181.3,96.4
Male,174.6,79.2
Male,177.6,89.1
Male,187.9,98.4
Male,175.4,83.3
Male,174.6,88.5
Male,172.6,75.4
Male,167.1,81.2
Male,164,71.2
Male,179,87.1
Male,181.2,90
Male,180.3,83.1
Male,165.7,71.9
Male,176.5,84.6
Male,178.3,89.9
Male,174,83.8
Male,175.7,75.4
Male,179.2,86
Male,176.3,90.4
Male,177.2,86.9
Male,171.4,82.4
Male,163.7,75.6
Male,169.9,87.1
Male,178.2,90.8
Male,169.4,77.4
Male,156.5,62
Male,173.1,88.1
Male,175.8,99
Male,178,88.8
Male,177.5,82.4
Male,175.3,82
Male,179.6,93.2
Male,175.5,83.2
Male,173.8,83.5
Male,178.1,87.1
Male,183.4,87.9
Male,182,91
Male,174.4,80.9
Male,168.6,74.3
Male,175.4,93.9
Male,174.9,84.2
Male,183.6,97
Male,166.3,78.2
Male,179.4,95.6
Male,182.8,95.2
Male,180.5,97.6
Male,177.2,87.1
Male,176.4,90.8
Male,183.7,90.6
Male,167.2,86.9
Male,167.4,76.1
Male,179.4,92.9
Male,165.7,75.9
Male,178.3,97.1
Male,162.7,66.8
Male,169.7,80.8
Male,188.2,109.2
Male,175.3,95.8
Male,177.8,89.1
Male,171.4,77.3
Male,189.1,96.9
Male,178.1,81.8
Male,174.7,81.6
Male,172,80.9
Male,179.9,91.3
Male,178.6,86.4
Male,176.5,87
Male,180.3,88.1
Male,162.9,72.4
Male,179.5,91.5
Male,176.5,84.2
Male,174,82.7
Male,170,80.6
Male,169.8,81.8
Male,177.4,83.4
Male,169.4,71.5
Male,179.2,93.1
Male,163.4,74.4
Male,165.1,65.6
Male,173,80.7
Male,182.8,94.2
Male,174.6,83.7
Male,180.2,85.6
Male,180.1,87.7
Male,182.5,94.7
Male,166.9,73.6
Male,174,87.8
Male,178.1,82.7
Male,169.8,75.5
Male,184,92.1
Male,180.1,88.3
Male,173.5,77.7
Male,181.9,91.3
Male,175,87.2
Male,176.2,88.2
Male,177.9,90.5
Male,174.4,84.4
Male,168.8,82
Male,178.6,96.8
Male,183.8,91.6
Male,178.8,86.1
Male,165.1,71.5
Male,173.1,80.3
Male,177.6,93.9
Male,186.5,94.7
Male,161.8,71.1
Male,158.1,58.6
Male,183.4,91.7
Male,188.6,100.8
Male,178.1,98.4
Male,183.4,91.6
Male,173,79.4
Male,172.8,84.4
Male,181.4,85.7
Male,185.1,99.3
Male,176.9,87.5
Male,171.9,85.4
Male,171.2,81.7
Male,161.1,68.4
Male,165.6,79.3
Male,176.4,87.5
Male,175.1,84.7
Male,175.8,85.3
Male,175.1,78.2
Male,171.3,88.5
Male,166.1,69.1
Male,176.9,79
Male,164.6,71.2
Male,174.9,87.1
Male,170.4,82.6
Male,170.3,76.2
Male,170.9,86.1
Male,179.2,88.1
Male,166.1,79.9
Male,170.5,72.3
Male,169.8,78.7
Male,182.8,93.2
Male,162.7,74
Male,156.5,67.1
Male,180.2,91.7
Male,170,75.7
Male,175.8,76.4
Male,171.1,85.6
Male,181.7,96.1
Male,182.6,92.5
Male,187,98.2
Male,162.8,73.4
Male,180.2,88.5
Male,178.5,92.3
Male,171.3,77.7
Male,176.5,84.9
Male,174.6,86.1
Male,180.1,90.9
Male,169.3,71.4
Male,172.2,78.8
Male,173.9,83.2
Male,176.6,87.6
Male,177.2,85.7
Male,168.9,79.8
Male,184.7,99.4
Male,181.6,86.2
Male,181.5,89.8
Male,164.2,74.9
Male,177,84.5
Male,177.8,85.1
Male,170.3,71.4
Male,177.5,84.2
Male,166,71.7
Male,163.7,62.6
Male,173.4,82.3
Male,177.6,80.5
Male,173.7,86.9
Male,171.5,83
Male,182.6,87.6
Male,183,82.2
Male,174.5,81
Male,174.5,85
Male,171.6,87.5
Male,176.6,85.9
Male,183.4,88.4
Male,181.1,89.3
Male,176.9,79.6
Male,175.8,89
Male,170.7,84.9
Male,183.3,90.3
Male,176.9,93.4
Male,172.5,83.6
Male,164.5,72.2
Male,175.3,82
Male,176.2,87.4
Male,160.1,73.8
Male,177.2,89.6
Male,178.4,88.5
Male,164.9,66.1
Male,193.7,112.2
Male,168.8,75.3
Male,173.8,81.4
Male,182.3,90.6
Male,171.2,90.1
Male,178,89
Male,184.7,93.6
Male,179.2,86.3
Male,163.8,74.7
Male,173.8,86
Male,171.2,81.5
Male,177.2,85.7
Male,169.7,81.4
Male,176.3,92.8
Male,178.9,86.6
Male,159.2,69.8
Male,180.9,95.3
Male,165.2,76.5
Male,176.7,93.7
Male,187.4,96.1
Male,172.9,80.5
Male,181.5,87.5
Male,172.8,80.8
Male,172.1,72.2
Male,173.2,77.4
Male,185.4,93.3
Male,177.6,83.1
Male,173.2,85.4
Male,174.7,87.3
Male,171.6,84.4
Male,179.9,83.7
Male,187.2,95.8
Male,159.9,66.1
Male,166.3,73.2
Male,184.8,95.8
Male,174.9,82.4
Male,171.4,73.7
Male,155.8,63.4
Male,186.3,96.3
Male,165.5,71.5
Male,182.8,100.1
Male,180,84.1
Male,171.8,82.5
Male,173.6,82.9
Male,178.7,95.9
Male,179,89.5
Male,172.2,82.8
Male,184,92.3
Male,178.9,87.7
Male,180.5,96.2
Male,176.8,84.5
Male,166.8,84.5
Male,178.9,78.9
Male,176.7,82
Male,172.9,83.2
Male,184.4,90.3
Male,180.2,89.2
Male,199.5,115.2
Male,169.6,71.2
Male,175.9,89.6
Male,172,80
Male,183.2,92.8
Male,172.2,80.6
Male,181.5,91
Male,167.8,77.2
Male,171.9,84
Male,169.5,77.8
Male,176.7,79.9
Male,165.4,70.9
Male,171.3,76.4
Male,177.3,92.2
Male,186.5,100.8
Male,168.2,74.2
Male,177.7,81.9
Male,182.5,85.7
Male,185.9,100.1
Male,187.6,103.5
Male,171,74.1
Male,181.7,88
Male,181.2,95.4
Male,173.2,82.1
Male,164.3,70.7
Male,190.1,96.8
Male,172.4,73.9
Male,176.2,84.3
Male,180.2,89.2
Male,175.8,86.9
Male,175.9,78.2
Male,174.8,86.5
Male,170,79
Male,177.6,88.3
Male,175.6,87.2
Male,182.5,89.1
Male,188.1,97.2
Male,169.4,79.3
Male,157.2,63.9
Male,170.8,75.6
Male,160,71.8
Male,183.1,92
Male,190.2,95.8
Male,179.5,84.3
Male,167,81.4
Male,184.8,90.9
Male,171.8,74.7
Male,154.2,56.1
Male,162.2,69.2
Male,162,72.9
Male,183.8,94.1
Male,178.8,91.1
Male,174.3,88
Male,168.7,76.3
Male,168.5,78.4
Male,178.7,82.9
Male,171.5,84.1
Male,176.7,89.1
Male,167.7,76.6
Male,174,83.3
Male,180.9,89.8
Male,172.4,80.4
Male,169.9,78.5
Male,167.5,84.3
Male,177.9,82.8
Male,173.5,78
Male,177.8,83.6
Male,175.7,78.9
Male,177.2,92.3
Male,172.9,77.2
Male,176.8,82.4
Male,177.2,81.7
Male,177.4,88.9
Male,181.1,87.5
Male,166,72.1
Male,171,85.8
Male,177.4,87.1
Male,174.7,85.2
Male,178.5,85.7
Male,173.1,90.7
Male,174.7,85.1
Male,166.4,73.4
Male,177.8,84.2
Male,183.7,96.1
Male,184.6,84.5
Male,175.5,83.6
Male,177.9,93.4
Male,171.8,81.2
Male,180.7,88.2
Male,165.3,80.6
Male,184.3,90.3
Male,167.4,67.3
Male,183.8,92.1
Male,161.4,71.1
Male,183.7,95
Male,173.9,87.3
Male,172.1,80
Male,170.9,75.7
Male,162.7,66.2
Male,176.6,85.1
Male,178.1,91.6
Male,169.6,73.3
Male,172.6,76.7
Male,169.5,83.3
Male,181.4,89.7
Male,181.4,95.8
Male,176.1,89
Male,180.3,90.6
Male,173.2,81.2
Male,174.7,77.3
Male,158.6,68.4
Male,166.5,76.3
Male,181.4,83.6
Male,175.5,90
Male,168.1,80.1
Male,180.7,93.3
Male,165,75.6
Male,173.1,89.6
Male,159.2,75.3
Male,163.9,71
Male,176.3,81
Male,168.1,85
Male,178.3,83
Male,180.3,83.3
Male,177.2,81
Male,175.2,88.6
Male,172.7,85.1
Male,175.6,86.5
Male,175.7,79.1
Male,172.5,78.9
Male,171.9,80.3
Male,184,85.8
Male,169,81.8
Male,171.2,84.2
Male,182.4,93.4
Male,166.5,78.4
Male,173.4,84.7
Male,187.1,101.3
Male,172.6,82.7
Male,171.3,85.5
Male,182.9,96.6
Male,178.8,90.7
Male,172.7,82.5
Male,181.8,87.6
Male,173.5,83.7
Male,176.8,89.5
Male,178,89.2
Male,177.1,83.5
Male,177.1,80.3
Male,166.2,86.2
Male,173.5,81
Male,170.6,78.2
Male,182.1,91.1
Male,171.2,79.2
Male,182,91.1
Male,177.1,82.5
Male,170.6,77.2
Male,178.9,84.7
Male,179.8,90.9
Male,173.3,76.2
Male,177,87
Male,179.6,83.8
Male,177.2,83.8
Male,172.6,75.5
Male,183.6,94.2
Male,191.6,104.8
Male,174.2,82.3
Male,182.1,87.7
Male,174.7,80.4
Male,177.4,86.3
Male,183.9,103.5
Male,178.6,87.5
Male,183.2,92.1
Male,164.3,78.7
Male,172.7,75.8
Male,171.2,74.8
Male,178,84.8
Male,173.8,83.6
Male,168.5,80
Male,185.4,87.6
Male,173.2,91.1
Male,170.6,82.5
Male,181.5,91.4
Male,177.8,81.5
Male,189,103.3
Male,181.5,95.6
Male,162.7,70
Male,166.5,73.9
Male,171.6,88.8
Male,163.1,69.3
Male,184.3,90.1
Male,171.4,76
Male,169.4,80.4
Male,176.2,90
Male,184.4,85.8
Male,178.5,88.9
Male,182.1,97.4
Male,181.2,93.4
Male,169.5,77.1
Male,186.5,99.2
Male,182.4,94.9
Male,174.8,78.1
Male,190.4,107.8
Male,160.7,74.6
Male,180,86.4
Male,175.6,82.4
Male,170.9,77.8
Male,177.5,86.2
Male,187.1,100.9
Male,166.4,83.7
Male,174,86.8
Male,176,84.2
Male,179.2,95.3
Male,187.7,91.8
Male,171.2,65.4
Male,184.8,84.9
Male,183.3,98.7
Male,175.2,83
Male,169.3,79.5
Male,180,82.5
Male,179.8,92.2
Male,178,85.4
Male,170.4,74.6
Male,167.8,69.4
Male,180,99.7
Male,180.3,84.3
Male,174.6,86.9
Male,177.2,89.2
Male,171.2,83.3
Male,170.7,80.3
Male,170.4,80.4
Male,181.1,85.3
Male,158.7,66.2
Male,176.6,82.9
Male,178,78.8
Male,180.7,88.2
Male,169.9,78.7
Male,165.1,68.7
Male,177.9,89.9
Male,168,91.7
Male,186.1,93.2
Male,175.8,84
Male,182.1,89.5
Male,172,76.6
Male,178.9,91.5
Male,186.8,91.8
Male,192.6,104.5
Male,181.3,97.2
Male,173.1,87.2
Male,170.5,82
Male,177.9,84.6
Male,166.2,78
Male,181.8,92.2
Male,182.1,92.3
Male,166.1,73
Male,177.2,84.9
Male,188.5,99.7
Male,167.3,79.3
Male,185.2,95.1
Male,178.7,93.7
Male,168.3,81
Male,167.9,75.5
Male,155.7,68
Male,187.9,97.2
Male,182.8,96.9
Male,188.3,92.7
Male,181.9,94.4
Male,175.6,93.8
Male,167,73.1
Male,182.6,90.9
Male,169.5,76.1
Male,170.9,83.5
Male,182.4,93.3
Male,164.6,78.9
Male,178,80.1
Male,160.6,72.2
Male,173.3,78.6
Male,175.2,88.5
Male,182,96.7
Male,175.9,83.8
Male,180.1,93.2
Male,168.4,86.8
Male,180.4,94
Male,168.2,76.8
Male,169.1,79.4
Male,164.8,74.4
Male,174.2,90.5
Male,175.1,80.8
Male,183.5,87.8
Male,183.2,95.7
Male,173.7,83.7
Male,178.4,94.4
Male,184.3,97.7
Male,179.3,89.7
Male,177.6,89.4
Male,177,86.2
Male,171.6,77.1
Male,168.8,74.1
Male,168,76.3
Male,182.4,86.3
Male,194.2,96.9
Male,161.6,72
Male,176,80.7
Male,185,95.5
Male,170.3,79.4
Male,175.6,84.8
Male,171.2,74.5
Male,175.2,84.4
Male,181.5,89
Male,170.6,79.1
Male,170.4,80.2
Male,188.3,102
Male,175,96.7
Male,177.7,88.6
Male,164.4,77.7
Male,161.4,69.9
Male,168.5,81.5
Male,175.2,90.6
Male,165.1,69.7
Male,177.1,84
Male,166.1,77.6
Male,165.7,73.4
Male,168.8,84.4
Male,184.3,101.9
Male,161.6,70.5
Male,173.7,84.2
Male,175.2,86.8
Male,175.1,78
Male,165.7,80.3
Male,181.9,88.2
Male,184.1,103.8
Male,176.7,79.6
Male,173.7,92
Male,172.5,80.1
Male,182.5,96.7
Male,176.6,80.4
Male,176.9,96.1
Male,180.1,88.8
Male,175,87
Male,175.1,75.9
Male,185.6,95.3
Male,178.3,96.9
Male,172.2,77.7
Male,177.6,96
Male,172.4,85.6
Male,170.9,84.8
Male,174.1,87.3
Male,173.4,87.8
Male,168.8,80.9
Male,181.8,80.7
Male,176.7,76.5
Male,172.9,82.7
Male,177.7,89.8
Male,169.7,85.8
Male,184,95.6
Male,175.7,89.2
Male,176.1,82.6
Male,177.7,78.4
Male,178.3,88.1
Male,189.5,103.3
Male,170,74.5
Male,178.7,86.6
Male,165.7,76
Male,168.8,84.2
Male,177,82.2
Male,183.4,96.2
Male,177.1,82.2
Male,183.3,87
Male,184.8,93.8
Male,184.9,90
Male,169,75
Male,171.3,79.1
Male,189.4,106.5
Male,178.1,84.7
Male,179,89.1
Male,186.4,101.8
Male,172.2,77.3
Male,168.6,76.2
Male,171.8,86.5
Male,158.9,60
Male,175.4,86.3
Male,172.1,78.3
Male,173.4,80.6
Male,183.8,96.7
Male,195.6,114
Male,171.4,85.7
Male,170.4,82.7
Male,182.4,98.6
Male,172.4,78.7
Male,165.7,75.3
Male,176.2,95.5
Male,178.3,90.1
Male,167.5,72.2
Male,168.1,79.8
Male,168.5,75.2
Male,177.2,82.2
Male,174.6,83.1
Male,170.2,74.8
Male,174.6,83.2
Male,170.1,75.5
Male,162.4,72.1
Male,178,89.4
Male,184.2,93.2
Male,181.4,90.5
Male,168.3,81.3
Male,173,82.9
Male,176.4,90.9
Male,172.5,79.1
Male,183.4,98.9
Male,181.5,92
Male,187.4,101.9
Male,178.8,79.7
Male,183.9,98.8
Male,175.9,80.9
Male,176.9,93.1
Male,166.5,72
Male,176.5,93.8
Male,172.4,92.3
Male,172.5,83.2
Male,171.5,75.5
Male,179.6,82.6
Male,175,77.4
Male,181.4,91.9
Male,170.2,85.2
Male,166.2,71.3
Male,179,87.4
Male,173.3,82.4
Male,180.8,94.9
Male,163.7,76.6
Male,167,78.9
Male,173.2,75.5
Male,178.5,83.4
Male,186.4,101.9
Male,187.2,99.1
Male,182.5,96.9
Male,187.6,94.5
Male,189.4,96.7
Male,177.9,88.4
Male,181.9,87.7
Male,175.1,84.6
Male,170.6,79.9
Male,179.1,97.2
Male,170.4,69.5
Male,172.9,76.4
Male,176.7,79.3
Male,171,78.5
Male,177,86
Male,171.1,84.9
Male,171.7,81.2
Male,174,82.3
Male,175,87.3
Male,181.4,89.1
Male,177.9,81.8
Male,182.1,96
Male,165.1,73.5
Male,175.7,87.6
Male,169.1,83.8
Male,164.1,74.2
Male,172.4,84.6
Male,177.4,91.6
Male,170,82.9
Male,175.2,83.1
Male,175.6,91.7
Male,168.4,76.4
Male,179.2,96.4
Male,179.3,89.9
Male,162.4,70
Male,179.2,83.6
Male,184.6,102
Male,184,91.1
Male,160.5,65.7
Male,170.1,78.4
Male,199.7,111.5
Male,174.1,88.1
Male,165.3,67.7
Male,183,93.9
Male,172.6,86.3
Male,181.2,94.3
Male,178.9,91.1
Male,187.2,100.1
Male,162,72.3
Male,169.6,82.5
Male,178.7,84.3
Male,182.7,90.1
Male,183.9,95.4
Male,172.2,81.7
Male,179.3,87.3
Male,181.5,91.6
Male,172.5,80.4
Male,190.5,103
Male,172.4,91.8
Male,171.3,76
Male,186.1,98.6
Male,163.1,79.3
Male,185.5,96.3
Male,174.6,90.6
Male,179.1,92.5
Male,175.7,70.5
Male,178.5,87.4
Male,177.3,90.6
Male,180.8,93.3
Male,166.3,78.8
Male,170.3,85.3
Male,178.3,90.6
Male,175.6,87.3
Male,163.2,69.5
Male,180.7,89
Male,161.6,76.6
Male,176.4,97.3
Male,175.1,80.3
Male,176.2,82.6
Male,175,80.4
Male,173.3,80.1
Male,186.3,91.7
Male,177.8,91.3
Male,188.7,95.4
Male,183.4,99
Male,175.3,84.3
Male,182.8,94.3
Male,176.3,88.6
Male,159.9,70.1
Male,160.5,63.5
Male,172.1,89.8
Male,185.5,96
Male,168.6,83.1
Male,169.7,82.9
Male,167.6,80.4
Male,171.6,72.4
Male,162.7,71.1
Male,175.2,74.7
Male,172.7,80.6
Male,194.9,107.1
Male,180.3,89.5
Male,178.6,89
Male,177.5,90.9
Male,187.3,97.6
Male,183,94.7
Male,167.9,84.8
Male,169.6,81
Male,181.5,95.3
Male,169.3,70.7
Male,182.5,92.4
Male,187,94.2
Male,175,91.6
Male,184.8,96
Male,188.5,102.2
Male,184.1,79.5
Male,177.2,83.5
Male,158,64.5
Male,169.8,77.9
Male,168.7,87.1
Male,178.8,81
Male,177.6,85.4
Male,179.8,93.7
Male,178.3,91.3
Male,181.1,91.8
Male,164.7,72.7
Male,159.4,67.2
Male,171.8,79.6
Male,185.3,101.7
Male,174.4,82.6
Male,165.6,72.1
Male,162.1,67.5
Male,183.2,92.6
Male,178.4,97
Male,179,86.6
Male,185.7,96.8
Male,175.9,87.6
Male,177.6,90.3
Male,180.4,92.5
Male,180.2,93.3
Male,178.6,83.4
Male,176.5,92.2
Male,175.5,92.6
Male,190.6,101.7
Male,177.7,85.6
Male,184,94.2
Male,182.1,93.9
Male,184.5,87.1
Male,180.8,92.8
Male,175.2,87.5
Male,171,89.6
Male,182.4,90.7
Male,175.4,85
Male,168.5,75.6
Male,177,82.7
Male,167,72.6
Male,162.4,70.8
Male,166.7,70.9
Male,175.4,77.9
Male,168.7,75.9
Male,176.1,94.8
Male,172.7,84
Male,175,78.4
Male,182,91.9
Male,164.5,77.1
Male,181.2,92.2
Male,171.6,79.7
Male,166,73.8
Male,167.8,80.9
Male,162.4,67.7
Male,175.8,78.8
Male,187.7,95.1
Male,178.4,86.6
Male,162.9,66.9
Male,170.2,87
Male,177,88.2
Male,176,90.2
Male,172,81.3
Male,164.1,76.7
Male,162.5,64.6
Male,180.9,96.5
Male,182,89.1
Male,170.3,77.9
Male,159.1,63.5
Male,179.4,91.3
Male,169.9,79
Male,193.6,104
Male,182.4,96.6
Male,175.4,88.4
Male,181.1,101.8
Male,181.8,95.3
Male,173.1,86.9
Male,177.4,79
Male,195.8,113
Male,170.9,82.7
Male,169.7,73.3
Male,168,77.5
Male,173.2,77.8
Male,182.5,87.3
Male,171.8,80.8
Male,174.4,85.5
Male,166.6,86.2
Male,194.4,110.3
Male,178.9,97.1
Male,156.2,61.9
Male,176.5,90.1
Male,162.1,70.4
Male,170.7,79.6
Male,175.5,87.3
Male,175.7,84.5
Male,170.6,83.3
Male,172.3,86.1
Male,175,83.1
Male,167.9,66.3
Male,171.3,83
Male,173.6,92.8
Male,172,79.8
Male,182.3,89.1
Male,170.8,82.8
Male,174.8,83.8
Male,176.6,83.5
Male,173.9,81
Male,179.2,82.2
Male,176.7,90.6
Male,164.4,75.8
Male,177.4,93.7
Male,179.8,90.2
Male,173.3,86.1
Male,170.3,83.1
Male,169.3,75.1
Male,179,85
Male,188.7,100.8
Male,175.9,78.6
Male,175.6,85.7
Male,188.9,96.9
Male,176.8,87.9
Male,175.3,79.1
Male,179.6,92.2
Male,188.9,92.7
Male,180.7,90.2
Male,183.2,92.2
Male,161.2,66.9
Male,173.2,82.4
Male,174.9,86.4
Male,174.6,85.4
Male,169.7,78.3
Male,158.3,63.7
